focal GCF	assocaited GCF/OG	allele frequency	direction	frequency in samples with focal GCF	frequency in samples with focal GCF	pvalue	phylgoenetically corrected pvalue	beta	beta-std-err	variant_h2	notes	annotation notes	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
GCF_25	OG0005188	6.84E-01	positive	0.78125	0.6612903225806451	2.27E-01	8.74E-11	6.37E-01	9.13E-02	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0005232	6.84E-01	negative	0.59375	0.7016129032258065	3.42E-01	4.12E-10	-8.61E-01	1.29E-01	4.75E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0005375	6.52E-01	negative	0.5	0.6854838709677419	7.67E-02	3.03E-12	-9.40E-01	1.24E-01	5.23E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0005439	6.13E-01	positive	0.75	0.5806451612903226	9.91E-02	9.60E-10	8.25E-01	1.27E-01	4.66E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0005563	5.55E-01	negative	0.375	0.5967741935483871	3.56E-02	4.63E-11	-7.97E-01	1.12E-01	4.97E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0005586	5.42E-01	negative	0.5	0.5483870967741935	7.47E-01	2.73E-09	-7.22E-01	1.14E-01	4.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0006640	2.06E-01	positive	0.21875	0.20161290322580644	7.66E-01	7.79E-09	-7.19E-01	1.18E-01	4.43E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0006991	1.68E-01	negative	0.125	0.1774193548387097	5.19E-01	8.70E-09	-6.06E-01	9.96E-02	4.42E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0009613	5.81E-02	positive	0.25	0.016129032258064516	8.01E-06	2.57E-11	9.39E-01	1.30E-01	5.03E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0010156	5.16E-02	positive	0.1875	0.016129032258064516	6.51E-05	1.06E-10	8.77E-01	1.26E-01	4.89E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_60	OG0004416	9.16E-01	negative	0.6666666666666666	0.9319727891156463	5.41E-03	1.88E-11	4.79E-01	6.60E-02	5.06E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_60	OG0004719	8.39E-01	negative	0.7777777777777778	0.8435374149659864	6.09E-01	3.82E-10	-6.90E-01	1.03E-01	4.76E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_60	OG0005062	7.10E-01	negative	0.2222222222222222	0.7414965986394558	9.02E-04	4.99E-10	6.83E-01	1.03E-01	4.73E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_60	OG0008505	9.68E-02	positive	0.7777777777777778	0.05442176870748299	1.08E-12	4.11E-09	-7.85E-01	1.26E-01	4.50E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_60	OG0008540	9.68E-02	positive	0.7777777777777778	0.05442176870748299	1.08E-12	3.80E-09	-6.42E-01	1.03E-01	4.51E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_60	OG0009628	5.81E-02	positive	0.3333333333333333	0.04081632653061224	2.74E-04	4.94E-12	-6.48E-01	8.65E-02	5.18E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_50	OG0004255	9.48E-01	negative	0.5	0.9861111111111112	2.69E-13	2.08E-17	-7.90E-01	8.21E-02	6.14E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_50	OG0004369	9.29E-01	negative	0.5	0.9652777777777778	1.68E-09	1.62E-11	-4.46E-01	6.13E-02	5.07E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_50	OG0004395	9.23E-01	negative	0.6666666666666666	0.9444444444444444	5.53E-04	6.42E-09	-6.24E-01	1.01E-01	4.45E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_50	OG0004570	8.52E-01	negative	0.5833333333333334	0.875	6.49E-03	5.15E-13	-7.68E-01	9.73E-02	5.38E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_50	OG0004802	8.19E-01	negative	0.6666666666666666	0.8333333333333334	1.52E-01	1.05E-13	-9.05E-01	1.11E-01	5.51E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_50	OG0009951	5.16E-02	positive	0.5	0.013888888888888888	2.69E-13	1.51E-10	6.05E-01	8.80E-02	4.86E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_50	GCF_61	5.81E-02	positive	0.5	0.020833333333333332	9.41E-12	4.07E-09	6.54E-01	1.05E-01	4.50E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_61.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_42	OG0004938	7.74E-01	negative	0.35294117647058826	0.8273381294964028	1.07E-05	2.76E-11	-8.51E-01	1.18E-01	5.02E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_42	OG0005394	6.39E-01	negative	0.4117647058823529	0.6618705035971223	3.90E-02	1.97E-10	-5.66E-01	8.30E-02	4.83E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_42	OG0005951	3.48E-01	positive	0.7647058823529411	0.302158273381295	1.34E-04	1.08E-09	3.97E-01	6.11E-02	4.65E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_42	OG0006704	2.00E-01	positive	0.4117647058823529	0.17266187050359713	2.07E-02	4.58E-11	4.32E-01	6.09E-02	4.97E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_42	OG0006787	1.87E-01	positive	0.23529411764705882	0.17985611510791366	5.89E-01	2.26E-11	4.72E-01	6.54E-02	5.04E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_42	OG0007685	1.29E-01	positive	0.23529411764705882	0.11510791366906475	1.66E-01	4.18E-11	5.97E-01	8.40E-02	4.98E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_42	OG0007965	1.16E-01	positive	0.23529411764705882	0.10071942446043165	1.04E-01	9.35E-11	5.54E-01	7.96E-02	4.90E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_42	OG0009492	6.45E-02	positive	0.11764705882352941	0.05755395683453238	3.45E-01	1.65E-12	5.96E-01	7.75E-02	5.28E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004256	9.48E-01	negative	0.9047619047619048	0.9555555555555556	3.31E-01	1.17E-17	7.35E-01	7.57E-02	6.17E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004390	9.23E-01	negative	0.8571428571428571	0.9333333333333333	2.28E-01	1.58E-09	5.71E-01	8.88E-02	4.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004441	9.10E-01	negative	0.9047619047619048	0.9111111111111111	9.33E-01	2.35E-10	4.41E-01	6.49E-02	4.81E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004442	9.16E-01	negative	0.6666666666666666	0.9481481481481482	9.19E-06	5.69E-12	-9.21E-01	1.23E-01	5.17E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004444	9.10E-01	negative	0.8095238095238095	0.9259259259259259	8.51E-02	1.20E-10	7.51E-01	1.09E-01	4.88E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004522	8.71E-01	negative	0.7619047619047619	0.8888888888888888	1.09E-01	8.33E-12	7.89E-01	1.07E-01	5.14E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004525	8.71E-01	negative	0.7142857142857143	0.8962962962962963	2.12E-02	7.50E-12	8.79E-01	1.18E-01	5.14E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004688	8.45E-01	negative	0.8095238095238095	0.8444444444444444	6.27E-01	3.87E-11	7.61E-01	1.07E-01	4.99E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004739	8.32E-01	negative	0.6666666666666666	0.8592592592592593	2.89E-02	2.06E-11	8.42E-01	1.16E-01	5.05E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004778	8.32E-01	positive	0.9047619047619048	0.8148148148148148	3.39E-01	4.34E-13	-6.52E-01	8.22E-02	5.40E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004812	8.19E-01	negative	0.47619047619047616	0.8666666666666667	1.10E-05	7.47E-11	7.87E-01	1.12E-01	4.93E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004813	8.19E-01	negative	0.42857142857142855	0.8740740740740741	5.55E-07	7.80E-11	-8.22E-01	1.18E-01	4.92E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004814	8.19E-01	negative	0.42857142857142855	0.8740740740740741	5.55E-07	7.80E-11	-8.22E-01	1.18E-01	4.92E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004826	8.06E-01	positive	0.9047619047619048	0.7925925925925926	2.20E-01	2.22E-11	-8.61E-01	1.19E-01	5.04E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004915	7.94E-01	negative	0.7619047619047619	0.7925925925925926	7.00E-01	5.75E-12	8.40E-01	1.12E-01	5.17E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004933	7.81E-01	negative	0.38095238095238093	0.8444444444444444	1.93E-06	3.14E-14	-8.74E-01	1.04E-01	5.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004946	7.74E-01	negative	0.38095238095238093	0.837037037037037	3.56E-06	5.99E-14	-8.58E-01	1.04E-01	5.56E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004956	7.74E-01	negative	0.6666666666666666	0.7851851851851852	2.05E-01	4.91E-09	-6.57E-01	1.06E-01	4.48E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0004961	7.74E-01	negative	0.7142857142857143	0.7777777777777778	4.80E-01	1.97E-11	8.07E-01	1.11E-01	5.05E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005005	7.35E-01	negative	0.7142857142857143	0.7407407407407407	8.13E-01	9.73E-12	8.73E-01	1.18E-01	5.12E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005025	7.29E-01	negative	0.6666666666666666	0.7407407407407407	4.89E-01	6.89E-16	6.79E-01	7.52E-02	5.90E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005027	7.29E-01	negative	0.6666666666666666	0.7407407407407407	4.89E-01	7.26E-10	8.13E-01	1.24E-01	4.69E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005098	7.03E-01	positive	0.7142857142857143	0.7037037037037037	9.05E-01	5.29E-11	8.62E-01	1.22E-01	4.96E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005170	6.97E-01	negative	0.47619047619047616	0.725925925925926	1.80E-02	2.74E-11	8.52E-01	1.19E-01	5.02E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005183	6.84E-01	negative	0.6190476190476191	0.6962962962962963	4.92E-01	1.74E-09	7.72E-01	1.20E-01	4.60E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005253	6.77E-01	negative	0.47619047619047616	0.7037037037037037	3.39E-02	2.10E-11	8.49E-01	1.17E-01	5.05E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005255	6.71E-01	negative	0.6190476190476191	0.6814814814814815	5.86E-01	1.69E-09	7.31E-01	1.14E-01	4.60E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005261	6.71E-01	negative	0.6190476190476191	0.6814814814814815	5.86E-01	6.69E-09	6.61E-01	1.08E-01	4.45E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005272	6.65E-01	negative	0.47619047619047616	0.6962962962962963	4.93E-02	4.89E-10	-8.38E-01	1.26E-01	4.74E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005303	6.58E-01	negative	0.38095238095238093	0.7037037037037037	3.99E-03	7.40E-14	-9.73E-01	1.18E-01	5.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005325	6.58E-01	negative	0.42857142857142855	0.6888888888888889	1.71E-02	6.34E-11	8.20E-01	1.17E-01	4.94E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005339	6.58E-01	negative	0.42857142857142855	0.6888888888888889	1.71E-02	8.45E-11	8.08E-01	1.16E-01	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005341	6.58E-01	negative	0.47619047619047616	0.6814814814814815	5.88E-02	6.51E-11	8.16E-01	1.16E-01	4.94E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005367	6.52E-01	negative	0.42857142857142855	0.6814814814814815	2.10E-02	1.11E-11	8.74E-01	1.19E-01	5.11E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005376	6.52E-01	negative	0.42857142857142855	0.6814814814814815	2.10E-02	1.14E-10	8.00E-01	1.15E-01	4.88E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005389	6.45E-01	negative	0.38095238095238093	0.6814814814814815	6.50E-03	1.16E-11	-8.86E-01	1.21E-01	5.10E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005459	6.13E-01	negative	0.3333333333333333	0.6518518518518519	4.67E-03	2.07E-10	-7.62E-01	1.12E-01	4.82E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005532	5.81E-01	negative	0.38095238095238093	0.6074074074074074	4.61E-02	7.41E-10	6.33E-01	9.64E-02	4.69E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005609	5.29E-01	negative	0.2857142857142857	0.562962962962963	1.63E-02	2.01E-09	6.49E-01	1.02E-01	4.58E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0005933	3.55E-01	positive	0.5714285714285714	0.32592592592592595	2.57E-02	3.88E-09	6.98E-01	1.12E-01	4.51E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0006287	2.71E-01	positive	0.2857142857142857	0.26666666666666666	8.70E-01	1.27E-10	7.10E-01	1.03E-01	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0006378	2.52E-01	negative	0.23809523809523808	0.2518518518518518	8.78E-01	5.32E-10	6.41E-01	9.67E-02	4.73E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0006509	2.32E-01	positive	0.3333333333333333	0.21481481481481482	2.38E-01	1.06E-18	6.66E-01	6.60E-02	6.33E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0006615	2.13E-01	negative	0.14285714285714285	0.2222222222222222	3.99E-01	9.42E-09	7.03E-01	1.16E-01	4.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0006617	2.13E-01	negative	0.14285714285714285	0.2222222222222222	3.99E-01	1.64E-09	4.31E-01	6.71E-02	4.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0006743	1.94E-01	positive	0.3333333333333333	0.17037037037037037	8.12E-02	8.08E-10	-4.41E-01	6.72E-02	4.68E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007009	1.61E-01	negative	0.09523809523809523	0.17037037037037037	3.76E-01	2.77E-12	8.73E-01	1.15E-01	5.24E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007085	1.55E-01	positive	0.3333333333333333	0.1259259259259259	1.50E-02	6.92E-12	-8.80E-01	1.18E-01	5.15E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007098	1.55E-01	positive	0.3333333333333333	0.1259259259259259	1.50E-02	4.11E-09	6.85E-01	1.10E-01	4.50E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007249	1.48E-01	negative	0.09523809523809523	0.15555555555555556	4.61E-01	5.74E-09	-4.88E-01	7.91E-02	4.47E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007330	1.48E-01	positive	0.2857142857142857	0.1259259259259259	5.69E-02	1.01E-08	-6.60E-01	1.09E-01	4.40E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007556	1.35E-01	positive	0.47619047619047616	0.08148148148148149	9.27E-07	7.24E-12	8.85E-01	1.19E-01	5.15E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007566	1.35E-01	positive	0.14285714285714285	0.13333333333333333	9.15E-01	4.16E-10	7.40E-01	1.11E-01	4.75E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007579	1.35E-01	positive	0.3333333333333333	0.1037037037037037	4.38E-03	7.49E-13	8.90E-01	1.14E-01	5.35E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007647	1.35E-01	positive	0.3333333333333333	0.1037037037037037	4.38E-03	1.25E-12	8.76E-01	1.13E-01	5.31E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007663	1.35E-01	positive	0.14285714285714285	0.13333333333333333	9.15E-01	4.16E-10	7.40E-01	1.11E-01	4.75E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007673	1.29E-01	positive	0.2857142857142857	0.1037037037037037	2.12E-02	3.10E-09	7.07E-01	1.12E-01	4.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007717	1.29E-01	positive	0.3333333333333333	0.0962962962962963	2.67E-03	3.67E-12	8.34E-01	1.10E-01	5.21E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0007792	1.29E-01	positive	0.19047619047619047	0.11851851851851852	3.66E-01	1.75E-09	6.04E-01	9.43E-02	4.60E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0008077	1.16E-01	positive	0.3333333333333333	0.08148148148148149	8.34E-04	2.98E-10	6.84E-01	1.01E-01	4.79E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0008084	1.16E-01	positive	0.23809523809523808	0.0962962962962963	6.06E-02	3.67E-10	6.28E-01	9.37E-02	4.76E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0008275	1.03E-01	positive	0.2857142857142857	0.07407407407407407	3.12E-03	1.97E-09	-7.30E-01	1.14E-01	4.59E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0009008	7.74E-02	positive	0.19047619047619047	0.05925925925925926	3.71E-02	2.41E-11	7.40E-01	1.03E-01	5.04E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0009177	7.10E-02	positive	0.23809523809523808	0.044444444444444446	1.34E-03	3.42E-10	6.50E-01	9.68E-02	4.77E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	OG0009270	7.10E-02	positive	0.14285714285714285	0.05925925925925926	1.68E-01	5.48E-11	7.21E-01	1.02E-01	4.96E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_39	GCF_45	9.68E-02	positive	0.2857142857142857	0.06666666666666667	1.63E-03	2.00E-09	-6.62E-01	1.04E-01	4.58E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_45.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_30	OG0007700	1.23E-01	positive	0.41935483870967744	0.056	1.77E-08	1.43E-10	7.47E-01	1.08E-01	4.86E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_58	OG0005491	6.00E-01	negative	0.3	0.6164383561643836	4.53E-02	9.97E-18	-5.93E-01	6.09E-02	6.18E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_58	OG0007192	1.42E-01	positive	0.8	0.10273972602739725	7.04E-10	3.01E-09	3.09E-01	4.91E-02	4.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_58	OG0007851	1.23E-01	positive	0.7	0.0821917808219178	8.59E-09	2.99E-09	3.81E-01	6.05E-02	4.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_62	OG0004719	8.39E-01	negative	0.75	0.8445945945945946	4.84E-01	4.47E-12	-5.76E-01	7.66E-02	5.19E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_62	OG0005062	7.10E-01	negative	0.25	0.7364864864864865	3.27E-03	6.18E-12	5.70E-01	7.64E-02	5.16E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_62	OG0008505	9.68E-02	positive	0.75	0.060810810810810814	1.39E-10	5.87E-23	-9.15E-01	7.83E-02	6.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_62	OG0008540	9.68E-02	positive	0.75	0.060810810810810814	1.39E-10	5.38E-11	-5.39E-01	7.64E-02	4.96E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_62	OG0009628	5.81E-02	positive	0.25	0.0472972972972973	1.71E-02	9.22E-25	-6.76E-01	5.47E-02	7.07E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004331	9.35E-01	positive	0.9583333333333334	0.6666666666666666	7.94E-05	5.87E-09	6.39E-01	1.04E-01	4.46E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004376	9.29E-01	positive	0.9444444444444444	0.6666666666666666	2.29E-04	4.55E-09	5.68E-01	9.13E-02	4.49E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004381	9.23E-01	positive	0.9583333333333334	0.5	1.18E-08	8.72E-11	5.43E-01	7.78E-02	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004386	9.23E-01	positive	0.9513888888888888	0.5833333333333334	4.69E-06	3.89E-09	5.28E-01	8.44E-02	4.51E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004407	9.16E-01	positive	0.9513888888888888	0.5	6.16E-08	3.24E-10	5.26E-01	7.81E-02	4.78E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004727	8.32E-01	positive	0.8472222222222222	0.6666666666666666	1.10E-01	2.67E-09	8.30E-01	1.31E-01	4.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004729	8.32E-01	positive	0.8472222222222222	0.6666666666666666	1.10E-01	2.67E-09	8.30E-01	1.31E-01	4.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004731	8.32E-01	positive	0.8472222222222222	0.6666666666666666	1.10E-01	2.67E-09	8.30E-01	1.31E-01	4.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004735	8.32E-01	positive	0.8472222222222222	0.6666666666666666	1.10E-01	2.67E-09	8.30E-01	1.31E-01	4.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004741	8.32E-01	positive	0.8472222222222222	0.6666666666666666	1.10E-01	2.67E-09	8.30E-01	1.31E-01	4.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004742	8.32E-01	positive	0.8472222222222222	0.6666666666666666	1.10E-01	2.67E-09	8.30E-01	1.31E-01	4.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0004951	7.74E-01	positive	0.7916666666666666	0.5	1.80E-02	2.18E-09	6.77E-01	1.06E-01	4.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0005075	7.10E-01	positive	0.7222222222222222	0.5833333333333334	3.15E-01	6.16E-10	6.84E-01	1.04E-01	4.71E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0005270	6.65E-01	positive	0.6875	0.4166666666666667	5.83E-02	9.08E-14	6.15E-01	7.50E-02	5.53E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	OG0005433	6.26E-01	positive	0.6388888888888888	0.4166666666666667	1.19E-01	2.16E-11	6.46E-01	8.94E-02	5.05E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	GCF_12	9.10E-01	positive	0.9513888888888888	0.4166666666666667	5.54E-10	9.11E-14	5.08E-01	6.20E-02	5.53E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_12.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	GCF_13	8.45E-01	positive	0.8888888888888888	0.3333333333333333	3.35E-07	5.02E-10	4.10E-01	6.18E-02	4.73E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_13.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_4	GCF_16	8.06E-01	positive	0.8333333333333334	0.5	5.15E-03	7.24E-11	6.14E-01	8.75E-02	4.93E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_16.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0005456	6.06E-01	negative	0.26785714285714285	0.8	2.91E-11	9.94E-09	-3.89E-01	6.41E-02	4.40E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0005588	5.35E-01	positive	0.8392857142857143	0.37	2.55E-08	1.08E-10	4.13E-01	5.95E-02	4.89E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0005707	4.84E-01	negative	0.17857142857142858	0.65	2.40E-08	9.07E-09	-3.53E-01	5.81E-02	4.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0005776	4.32E-01	negative	0.16071428571428573	0.59	9.02E-08	1.91E-10	-3.90E-01	5.71E-02	4.83E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_21	OG0005864	3.87E-01	positive	0.6785714285714286	0.22	8.46E-09	4.34E-09	4.58E-01	7.36E-02	4.50E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
